6262-19890-Traditional	50935		Caterpillar-3512	Oil				Standby	0.9				Cargill Energy, Transportation & Metals								Traditional			1983-12-31	1983.0							2022-07-31																																																																																																		US	RFC	MISO	IN	Tippecanoe				40.4175	-86.8447	false																																																																																																																	68902.0	LAFAYETE138 KV  T1-PJM-LMP	4.227417287		predicted	
708-14000-Traditional	10745		Midland Cogeneration Venture-GT9	Natural Gas				Operating	87.1	87.1			Borealis Infrastructure		EQT Infrastructure; Fortistar LLC; Midland Cogeneration Venture	Commercial				Alstom; CMS Energy; Consumers Energy; GE Energy (General Electric Energy)	Traditional		Fluor Corporation	1990-01-31	1990.0							2018-11-13						101.0	3335797.0	51.81	38848.0	20.2	52096.0	13.53	101399.0	17.51	177358.0	23.36	497364.0	32.67	897168.0	39.17	107251.0	56.27	209244.0	54.64	254209.0	44.2	381979.0	49.99	766096.0	50.24	1275896.0	55.58																																																															MISO	G809	2007-06-12	US	RFC	MISO	MI	Midland				43.5861	-84.2242	false																																																																																																																	8701.0	CONS.MCV-MISO-LMP	1.02e-12		predicted	
6667-21275-Traditional	56681		Amelia-26	Landfill Gas				Operating	0.3	0.3			Industrial Power Generating Company LLC								Traditional			2001-08-31	2001.0							2018-09-30	36099-Substation	Jetersville	115.0	35.0	Dominion Virginia Power																																																																																										PJM	AC1-062	2016-09-20	US	SERC	PJM	VA	Amelia				37.3097	-78.0589	false																																																																																																																	18488.0	JETERSVL35 KV   AMELIA-PJM-LMP	0.0	marginal_unit	marginal_unit	
79233-Renewable	66261	FERC-QF23-782	Martin Marietta Wind Project	Wind		false	false	Pre-Construction	4.95			One Energy Enterprises	One Energy Enterprises							Goldwind	Wind	Wind Turbines (Goldwind)		2023-09-30	2023.0							2023-03-13																																	31.46	31.46	0.5	30.0	12.0	30.0	1.5	7.4	3483.0	0.0	1.5	60.0	20.0	4.0	10.0	True	21.0	As Generated	0.0	As Generated	False	0.0	PTC	0.0	16.0	10.0	1.5	None	0.0	0.0	0.0	0.0	57.66	43.15	69.44	13.42	7.43	5.13	-5.02	-2.36	0.31	2.98	-2.44	-0.33	1.78	3.88	-3.49	-0.67	2.15	4.97	-0.76	1.47	3.69	5.92	0.0	1.76	11.03	19.75	0.0	7.87	19.38	28.56				US	RFC	PJM	OH	Sandusky	Woodville	43469	755 Lime Road	41.466	-83.367	false																																																				Katie Johnson Treadway	One Energy Enterprises	Senior Vice President and Head of Regulatory Affairs		(419) 905-5821																																																														
2567-8952-Traditional	8106		Tipton-2	Natural Gas				Operating	1.3	1.3			City of Tipton, IA	100.00% (City of Tipton, IA)		Utility					Traditional			1971-04-30	1971.0							2020-11-30	18446-Substation	Tipton			City of Tipton, IA																																																																																													US	MRO	MISO	IA	Cedar				41.7717	-91.1321	false																																																																																																																	20463.0	AMIL.W_BRCTIPT-MISO-LMP	0.0		predicted	
65864-Renewable			White - AF2-188	Solar PV		false	false	Facility Study	112.0												Solar			2024-04-30	2024.0	2023-04-30						2023-03-31																																	17.7	17.7	0.7	30.0	12.0	30.0	1.5	95.01	1491.0	0.0	1.5	60.0	20.0	4.0	10.0	True	21.0	As Generated	4.9	As Generated	False	0.0	ITC	30.0	0.0	10.0	1.5	None	0.0	0.0	0.0	0.0	55.24	33.0	39.93	11.83	6.94	4.91	-58.75	-25.41	7.93	41.27	-16.29	8.76	33.81	58.86	-58.75	-25.41	7.93	41.27	-16.29	8.76	33.81	58.86	0.0	3.07	12.07	20.74	0.0	20.29	37.13	49.37	PJM	AF2-188	2020-03-22	US	RFC	PJM	IN	White				40.77097	-86.87102	false																																																																																																																	88143.0	NIPS.NORWAPNOR-MISO-LMP	9.399515373		predicted	
703-2458-Traditional	54693		York Generation Company LLC-ST#1	Natural Gas				Decommissioned	9.5				Talen Energy Corporation	100.00% (Talen Energy Corporation)	Morris Energy Group; Riverstone Holdings LLC	Energy Market					Traditional			1989-04-30	1989.0		2021-09-30	2021.0				2021-09-30	17138-Substation	York	115.0		Topaz Power Group LLC	156.0	31678.0	2.91	559.0	2.7	1428.0	3.47	4856.0	7.74	5119.0	6.12	7285.0	4.35	13815.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	397.0	0.16																																																															PJM	U1-068	2008-04-14	US	RFC	PJM	PA	York	York	17402	651 Memory Lane	39.98564	-76.67616	false																																																																																																																	130403.0	CATTRACT14 KV   NUG GE1-PJM-LMP	1.946316844	marginal_unit	marginal_unit	
48082-Renewable	60379	FERC-QF16-906	Duroc Holdings	Solar PV		false	false	Project Suspended	5.11			Birdseye Renewable Energy	Birdseye Renewable Energy			Utility					Solar																																																																																																													US	SERC		NC	Davie	Mocksville	27028		35.86922	-80.56496	false																																																																																																																	44091.0	YAD-MISO-LMP	64.62072119		predicted	
67639-Renewable		FERC-QF20-1453	CEF Haven Community Solar	Solar PV		true	false	Operating	1.36	1.36		Cooperative Energy Futures	Cooperative Energy Futures; Paulson Law Office, Ltd.			Utility	Northern States Power - Minnesota			Chint Power Systems Co., Ltd.; Jinko Solar Co.	Solar	Inverters (Chint Power Systems Co., Ltd.); Solar Modules (Jinko Solar Co.)		2019-08-01	2019.0							2020-10-07																																	17.84	17.84	0.7	30.0	12.0	30.0	1.5	2.38	1784.0	0.0	1.5	60.0	20.0	4.0	10.0	True	21.0	As Generated	9.8	As Generated	False	0.0	ITC	30.0	0.0	10.0	1.5	None	0.0	0.0	0.0	0.0	102.62	53.73	110.31	26.25	14.9	10.4	-1.68	-1.28	-0.87	-0.46	-0.49	-0.2	0.09	0.38	-0.77	-0.32	0.13	0.58	-0.58	-0.27	0.05	0.37	0.0	0.0	0.35	5.12	0.0	0.0	16.04	27.25				US	MRO	MISO	MN	Sherburne	St. Cloud	56304	2703 57th St. SE	45.48571	-94.10541	false																																																																																																																	57338.0	NSP.STCLOUD1-MISO-LMP	10.39425739		predicted	
6416-20363-Traditional	54656		International Paper Riegelwood Mill-NO 1	Biomass				Decommissioned	7.5				International Paper								Traditional			1951-12-31	1951.0		2022-06-30	2022.0				2022-06-30						117.0	339680.0	52.82	0.0	0.0	1677.0	5.18	10932.0	21.89	19387.0	29.21	49483.0	37.31	90667.0	45.59	13091.0	79.23	26719.0	80.32	41133.0	82.93	51208.0	77.4	91451.0	69.25	128059.0	64.62																																																																		US	SERC		NC	Columbus				34.3533	-78.2137	false																																																																																																																	42565.0	ELIZABETHTOWN-PJM-LMP	50.96366158		predicted	
76935-Renewable	65895		Chill Sun Solar Project	Solar PV		false	false	Pre-Construction	2250.0			Naturgy Energy Group	Naturgy Energy Group								Solar			2027-09-30	2027.0							2023-02-28																																	23.8	23.8	0.7	30.0	12.0	30.0	1.5	1503.48	1401.0	0.0	1.5	60.0	20.0	4.0	10.0	True	21.0	As Generated	0.0	As Generated	False	0.0	ITC	30.0	0.0	10.0	1.5	None	0.0	0.0	0.0	0.0	33.75	21.57	16.54	6.17	3.79	2.74	-619.42	281.49	1182.41	2083.32	-55.97	655.75	1367.47	2079.19	-619.42	281.49	1182.41	2083.32	-55.97	655.75	1367.47	2079.19	0.0	14.64	29.58	44.73	5.7	39.4	59.32	76.43				US	WECC		NV	Nye				37.1375	-116.8533	false																																																																																																																						
55204-Renewable	61504		RJC I CSG	Solar PV		true	false	Operating	1.43	1.43		New Energy Equity				Utility	Xcel Energy				Solar			2018-07-31	2018.0							2023-02-28						42.0	5777.0	13.15	419.0	13.24	579.0	9.16	797.0	8.43	1318.0	10.49	3005.0	11.97	4867.0	12.94	255.0	8.1	910.0	14.42	1561.0	16.57	1930.0	15.41	3741.0	14.92	5198.0	13.81	13.15	13.15	0.7	30.0	12.0	30.0	1.5	3.03	1846.0	0.0	1.5	60.0	20.0	4.0	10.0	True	21.0	As Generated	9.8	As Generated	False	0.0	ITC	30.0	0.0	10.0	1.5	None	0.0	0.0	0.0	0.0	164.9	84.68	1618.77	54.62	27.78	18.63	-2.29	-1.97	-1.66	-1.34	-0.73	-0.5	-0.28	-0.05	-1.11	-0.76	-0.41	-0.07	-0.93	-0.69	-0.44	-0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.56				US	MRO	MISO	MN	Steele	Owatonna	55060	3763 Runway Rd	44.12549	-93.2849	false		Patti Flekke	Xcel Energy	Project Support Specialist	patricia.a.flekke@xcelenergy.com																																																																																																												64269.0	NSP.MMPA.FEP-MISO-LMP	23.31769714		predicted	
66547-Renewable			Kaukonahua Solar + Storage	Solar PV		false	true	Pre-Construction	6.0			Melink Solar; Nexamp Inc.				Utility	Hawaiian Electric Company (HECO)				Solar			2023-04-30	2023.0	2023-04-30						2020-06-03																																	21.54	21.54	0.7	30.0	4.0	30.0	1.5	8.25	2269.0	0.0	1.5	60.0	20.0	4.0	10.0	True	21.0	As Generated	6.4	As Generated	False	0.0	ITC	30.0	0.0	10.0	1.5	None	0.0	0.0	0.0	0.0	70.9	40.1	80.09	17.31	9.71	6.74	-5.9	-3.58	-1.26	1.05	-1.72	-0.01	1.7	3.42	-2.7	-0.31	2.08	4.48	1.61	3.38	5.15	6.91	0.0	-1.74	6.15	13.21	0.0	9.73	36.83	52.04				US	HICC		HI	Honolulu	Waialua			21.51893	-158.07314	false																																																																																																																						
